text,label,source,sentimiento_tabularis,calificacion_nlp_bert,sentimiento_robertuito
"@user chiqui, chill con el colacao que me estás poniendo nerviosa con tanto grito de mayúscula",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"40 min. tarde al brete, pero ya entrené y la gocé en el gym. Pobre la familia del mae que falleció en el accidente, les deseo mucha paz",neutral,intertass_2017,Neutral,Neutral,Positivo
@user Tengo la curiosa fortuna de que en estas semanas solo puede ver las etapas del finde,positive,intertass_2017,Muy Positivo,Neutral,Neutral
"@user te juro que no me acuerdo solo sé que alba hizo el vídeo inmitándole, no recuerdo absolutamente nada del original",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user de hecho lo confirmo, los caminos y las casitas son las mismas",neutral,intertass_2017,Positivo,Muy Positivo,Neutral
Buenas noches @user ya tenemos ganas de verte el miércoles 😻 te queremos!! sí te tengo abandonada jo  te echo de menos 💜,positive,intertass_2017,Positivo,Muy Positivo,Negativo
"@user esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente",negative,intertass_2017,Negativo,Negativo,Negativo
Mi madre me deja ponerme rubia pero no el pelo morado,neutral,intertass_2017,Muy Negativo,Negativo,Neutral
"@user Enhorabuena por los geniales resultados económicos de récord del trimestre pasado, hacéis un gran trabajo",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Iba a decir otra cosa peero si digo lo que siento, me detienen",negative,intertass_2017,Neutral,Muy Negativo,Negativo
No he visto el nuevo episodio de #TWD,neutral,intertass_2017,Negativo,Muy Negativo,Negativo
Es que me lo como de lo bonito que es,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user es triste que sea así. Y lo es,negative,intertass_2017,Neutral,Muy Negativo,Negativo
"Es increíble y tal pero no , no voy a ir al TH",neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
"No puedo creer que en unas horas sere egresada!!! 21 años,2 carreras,estudios en europa,excelente trabajo Gracias Dios!",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"—¿A dónde vas tan maquillada? —A una fiesta, mamá. —¿Eres el payaso? —¡MAMÁAAA! —JAJAJÁ, cállate y hazme reír o no vas. —Ok.",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user Amo los Lunes libres,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien",negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
Mis demonios internos me dicen tatuajillos pero mi corona me dice no,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user Oh, nice nice, yo estoy viéndome por cuarta vez Kill Bill",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user muy triste  La prensa es lo que es. Un medio oportunista, en muchas ocaciones, que por vender, lo que sea",negative,intertass_2017,Neutral,Muy Negativo,Negativo
Por cierto @user podria hablar contigo por md? Gracias,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user #seestrenasietevidas Sería un gato tipo Garfield porqué soy un poco vago y porqué me encanta la lasaña!!,positive,intertass_2017,Muy Positivo,Positivo,Neutral
Mg y pongo un adjetivo super repelente a vuestro nombre,negative,intertass_2017,Muy Negativo,Muy Positivo,Neutral
@user Aunque te extraño mucho y quisiera abrazarte y besarte con todo mi amor y cariño,neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user se muestran solitos, no está difícil la cosa felizmente",positive,intertass_2017,Neutral,Positivo,Neutral
"@user @user @user lo bueno y lo malo, ojo. Que a nosotros fijo que nos quitan alguno.",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Estoy a punto de comprarme EL VESTIDO para Año Nuevo, lo malo es que si lo compro los días que faltan me mataré haciendo cardio y abs",neutral,intertass_2017,Positivo,Neutral,Negativo
Hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al #páde #RafaGuerrero  @user,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user Yo además vengo de una mañana de natación y una comida que me ha dejado en una modorra importante. Y tengo que repasar,negative,intertass_2017,Positivo,Muy Positivo,Neutral
@user Ps porque tú lo eres conmigo,neutral,intertass_2017,Neutral,Muy Positivo,Positivo
"Que ladilla, yo soy chevere",positive,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user @user Todos somos asesinos por nuestra codición de humanos ya que total depende de nuestras acciones,negative,intertass_2017,Neutral,Muy Negativo,Negativo
"Solo porque UNA persona diga que me conoce y opine sobre cómo soy, y convenza a otra de ello no significa que sea así",neutral,intertass_2017,Muy Positivo,Negativo,Neutral
@user Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
@user el final volviendo a la aldea es quizá demasiado tierno,negative,intertass_2017,Negativo,Neutral,Positivo
"@user @user no ! Según UMMéxico, ese no será el nuevo single",neutral,intertass_2017,Negativo,Muy Negativo,Neutral
@user @user @user @user @user @user @user gracias  me lo paso genial haciéndolo!,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user pensba q iba a hacer @user una reflexion profunda de las q me hace a mi pero,negative,intertass_2017,Positivo,Neutral,Negativo
@user tío peguemos al Lau  Sigues teniendo mi primer grinder?,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user hola teneis algun proximo evento por madrid? Mi amiga es muy fan vuestra y nos gustaria saberlo  gracias,positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
"Esta ceniza me tiene mala ya. Ando con alegría y me arden los ojos, no puedo usar lentes de contacto.",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user ya lo sé  te tengo que contar mi vida que ahora hay muchas cosas nuevas y y y y,neutral,intertass_2017,Positivo,Muy Positivo,Positivo
"Vale mi cuenta de Twitter a llegado a lo mejor, me sigue una psicóloga cristiana",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs",negative,intertass_2017,Negativo,Negativo,Negativo
@user Son un escándalo los 4 juntos? hay fotos?,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user tiene que dar un gustazo dibujarte tus propios posters.. te envio Amanda,positive,intertass_2017,Positivo,Muy Negativo,Positivo
Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"@user Hola Julio, para que las pizzas lleguen en las mejores condiciones, marcamos la pizza, no la cortamos",neutral,intertass_2017,Positivo,Muy Negativo,Positivo
@user @user me dejo congelado. Por algo es el amo de los ratings!!!,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
@user justo esta mañana no ha podido insultarlos porque estaba en comisaria AMPLIANDO LA DENUNCIA POR ACOSO,negative,intertass_2017,Positivo,Muy Negativo,Negativo
"Agradece todo, cada momento, cada situación, sea positiva o negativa, ya que la positiva nos hace felices y la negativa nos hace sabios",neutral,intertass_2017,Neutral,Muy Positivo,Neutral
Acabo de descubrir a Filip van der Cruyssen y sus increibles #fotografia de #retratos ...yo quiero   http,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user pero del practico ya? No me dijiste que hacías prácticas.,negative,intertass_2017,Negativo,Neutral,Negativo
Totoro casi listo #Imelda #torta #totoro #cake #designcake #pastelería #lima #diseño…,neutral,intertass_2017,Neutral,Neutral,Neutral
@user me encantan los VAPES gracias por estar ahí todos los días y alegrarnos,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Ahora sí conejito, llámala y mándala a la mierda de mi parte",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
@user báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
Lo bueno de la vida es que te hace coincidir con personas realmente increíbles,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user na, que son las fiestas de mi pueblo y me hallo a 1000km, en mi puta casa, con catarro y sin planes",negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
@user de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user Gracias a ti hoy soy muy feliz Descansa, que sueñes bonito. Te quiero un montón",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user no creo que hayan diseñado una tipo propia,negative,intertass_2017,Negativo,Muy Negativo,Negativo
"@user Que tampoco ahora mayoría absoluta, eh?",neutral,intertass_2017,Negativo,Muy Negativo,Neutral
@user estamos condicionados por nuestras lecturas  Vienen tiempos gloriosos,positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
Me volvieron a dejar sola,negative,intertass_2017,Positivo,Muy Negativo,Negativo
Hazme un favor y has lo posible por no cruzarte conmigo este año,neutral,intertass_2017,Positivo,Muy Positivo,Negativo
@user @user Abrazote enorme!! Sos un éxito!,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
Hoy una mosca no me dejó dormir y me cago en su puta vida,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
@user Que ya ha empezado tio,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
Fue un buen momento en familia,positive,intertass_2017,Positivo,Positivo,Positivo
"@user Ni que fueran cámaras de cobalto. Tengo mucho tiempo de no broncearme por unas manchas en mi cara, son solo ganas de verme mejor",negative,intertass_2017,Negativo,Muy Negativo,Neutral
@user @user q pasa con VY1884 y VY1885? Mi madre sta en berlin y no sabe si el avion sale hoy  any info?????,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
⚠ me pareces un niño muy gracioso jajaja y me encanta hablar contigo a ver si hablamos mas,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"lo único que quiero es que mi gato aparezca, no quiero vivir sin él, necesito escucharlo y verlo",negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"Y bueno, fue un año nuevo diferente. Pero se acabó y ahora toca volver a la realidad",neutral,intertass_2017,Positivo,Positivo,Neutral
Venir a Murcia y no pasarte por el MUSU a por un buen bocadillo de lomo es delito. #Musucomotequierojoderperoatusbocadillosmás.,positive,intertass_2017,Neutral,Muy Negativo,Negativo
"@user @user el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",negative,intertass_2017,Negativo,Muy Negativo,Negativo
"Pasan los años pero las resacas siguen siendo un misterio. Ayer tomé ron puro y me he levantado tan pancho, tan fresco. Aquí no pasó nada",neutral,intertass_2017,Muy Positivo,Negativo,Positivo
@user felicidades pareja!!! Peazo abuelo va a tener tu hijo....estará pletorico,positive,intertass_2017,Neutral,Muy Negativo,Positivo
"@user me duele la pierna del puñetazo que me diste aye, en dos sitios, agresivo",negative,intertass_2017,Neutral,Muy Negativo,Negativo
"@user No se me ocurre más que que estás guapísima, por eso no valgo para la seducción",neutral,intertass_2017,Negativo,Muy Negativo,Negativo
Que rico es dormir con el sonido de la lluvia,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
Desearía que aurin no estuviera sucia y mojada para que duerma cnmigo,negative,intertass_2017,Positivo,Negativo,Negativo
@user Me sabía la versión femenina  Mujer refranera...mujer puñetera...,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user por la lucha y el aprendizaje obtenido, ¿te suena? ;), todavía no sé notas pero son lo de menos",positive,intertass_2017,Neutral,Positivo,Positivo
Comenzando mal la semana enfermandome,negative,intertass_2017,Negativo,Muy Negativo,Negativo
"@user Pues va a estar difícil, porque jugamos fuera, pero hay buen equipo este año. A ver...",neutral,intertass_2017,Neutral,Positivo,Positivo
@user yo acabo de aportar mi pequeña contribución. Te sientes tan bien!,positive,intertass_2017,Positivo,Muy Positivo,Positivo
Echo tantísimo de menos mi vida en Irlanda,negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
"La felicidad no es un estado en el que podemos permanecer siempre, pero si una actitud que podemos elegir al valorar pequeños momentos",neutral,intertass_2017,Neutral,Neutral,Positivo
@user ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante,positive,intertass_2017,Positivo,Muy Negativo,Positivo
"Si está claro, la culpa es mía",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"@user Eso sería lo más maravilloso! Después de mi 2º viaje, pensé que iría una vez más y la guerra...",neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user buenas tardes, si fuese posible actualizar el presupuesto con las indicaciones que he dejado en la consulta #296798  Gracias",positive,intertass_2017,Neutral,Muy Negativo,Neutral
El señor @user no quiere jugar duoq conmigo,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user además de verdad verdadera  Catalina! @user,neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
No se porque pongo ahora la carita triste pero me parece mas cuqui todo con ella,positive,intertass_2017,Muy Negativo,Negativo,Positivo
recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras,negative,intertass_2017,Neutral,Muy Negativo,Negativo
Vale el huracán no me a afectado y supongo que a mis seres amados tampoco así que estoy mushio mejo' sabiendo que no paso nada,neutral,intertass_2017,Positivo,Muy Negativo,Positivo
@user yo solo quiero que tu cuerpo este tan fuerte como tu mente,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Este año ha sido el que mejor me he llevado con mi hermano sin duda y se va en nada y voy a llorar y no quiero ser hija única y,negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
"@user jajajaja... yo no insulto a nadie, ni bloqueo... yo me comporto en el Twitter como en mi vida normal...",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user No te cambiaria , ni por la mujer más bella del mundo , Porqué Solo tengo ojos para ti",positive,intertass_2017,Neutral,Muy Negativo,Positivo
@user @user la costra me da cosas. Pero qué lindo por la enfermerita.,negative,intertass_2017,Neutral,Negativo,Negativo
"puxa, @user como te pasea @user? alli si no eres inquisidor!",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Es que es muy guapa,positive,intertass_2017,Muy Positivo,Neutral,Positivo
"Decepcionado , este dolor ya lo tengo acostumbrado",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Amis @user, el Sáb. estaré en Chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado, para ir",neutral,intertass_2017,Positivo,Muy Negativo,Neutral
Qué foto más hermosa  @user @user @user @user @user @user @user @user,positive,intertass_2017,Positivo,Neutral,Positivo
"@user Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?",negative,intertass_2017,Neutral,Muy Negativo,Negativo
Es el único trago que tomó puro,neutral,intertass_2017,Muy Positivo,Positivo,Neutral
@user Que bueno Caeli. Pronto te vas a sentir mucho mejor.,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Lo malita que estoy y lo poco que me quejo,negative,intertass_2017,Muy Negativo,Neutral,Negativo
Y ya estoy en ese momento en el que estoy suscrito a los boletines de 12 embajadas y sus correspondientes Agencias de Investigación,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user para el frio la solucion es hacer lo que dice esta frase ""sabado sabadete camisa nueva y ....""",positive,intertass_2017,Neutral,Muy Negativo,Neutral
@user @user ¿Socialistas honrados? Esto es un oxímoron.,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Esta semana estoy de vacaciones, mañana o pasado os publico un vídeo y el domingo directo como siempre",neutral,intertass_2017,Muy Negativo,Muy Positivo,Neutral
Que lindo es levantarse sin resaca,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
@user Gracias por la información. Parece que el olor ha cesado. Ayer pasó lo mismo sobre la misma hora,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Tan rápido Domingo? Yo ni sentí el Viernes. No siento los temblores, los días pasar. Ah, pero ojalá dejara de sentir hambre.",neutral,intertass_2017,Muy Negativo,Negativo,Negativo
"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes",positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
"@user @user si va comer gallina mejor quedese calladito, tomese sus pastillitas y siga echandole el cuento a youtubers",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user @user jajaja ya somos un pollito! La próxima semana? a ver que dice @user,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user ayyy pero  que genial, quiero que vengas ya",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Y yo, pero de soniditos, somos de mundos musicales distintos bb  @user",negative,intertass_2017,Neutral,Neutral,Neutral
"@user no tengo en la casa apenas entre, te mando uno así jaja",neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user @user @user ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?😀😀😀,positive,intertass_2017,Muy Negativo,Neutral,Positivo
"Buenos días. Va, vamos a catear inglés.",negative,intertass_2017,Neutral,Muy Positivo,Neutral
@user no ayudas ya voy.. y tomo foto para mostrar,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user por eso  vente a la nuestra, hemos tenido bronca y yo paso de gente así  hicimos una propia con barcos y putas",negative,intertass_2017,Positivo,Muy Negativo,Negativo
"@user ta weno, es que me pongo celosa",neutral,intertass_2017,Positivo,Muy Negativo,Negativo
@user pues te propongo un cambi yo te regalo un poco de mi calor y tú un poquito también de ese frío  un poquito de tu Argentina,positive,intertass_2017,Positivo,Muy Negativo,Neutral
"@user @user Claro, es que es muy común que en los pueblos no los tengan en pisos, los llevan a la huerta y los tienen solos",negative,intertass_2017,Positivo,Positivo,Negativo
#FinDeSemanaPara perderse hasta las últimas con los amigos,neutral,intertass_2017,Neutral,Muy Negativo,Positivo
Quiero un puzzle grandote y bonito para viciarme tras los exámenes...,positive,intertass_2017,Positivo,Positivo,Positivo
"@user nooo, quiero que me vaya pordede",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Después de 5 días! CREO que mi cronograma de viajes por trabajo ya está listo,neutral,intertass_2017,Positivo,Muy Negativo,Positivo
"Dentro de 9 horas y 20 minutos empiezan mis vacaciones, buenos días",positive,intertass_2017,Positivo,Muy Positivo,Positivo
Es tan feo y sin sabor.,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user Shi, pero como el año pasado no jajaja ah creo que no fuiste",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user @user @user @user @user Querido Arturo, viniendo de ti, se agradece el cumplido.",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
No se como titular el vídeo,negative,intertass_2017,Negativo,Muy Negativo,Neutral
@user en todos nuestros centros comerciales,neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
@user ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Quería salir a grabar una cosa al amanecer pero mis amigos me han dejado to tirado y no quieren,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user mi otro queso favorito #UberEmpanadas (?) jaja, provecho guapa",positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
@user @user @user @user @user n escarmentams a ver si van a ser mismas encueshshtasshs eh @user,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user @user @user @user mañana 2° recordatorio subliminal #OigoFanatica,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user Igual vos. Lindo día y un fuerte abrazo,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user seguro las productoras estaban centradas en traer los de siempre,negative,intertass_2017,Neutral,Positivo,Negativo
Mañana es año nuevo y yo sin planes,neutral,intertass_2017,Muy Positivo,Muy Positivo,Negativo
"@user gracias, compa. Es algo que no he olvidado jamás. Es calidad humana.  Besos y mucho ánimo!",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user Weee estoy hasta el perno en la U solo me queda salvar lo que pueda también te extraño pishe palo,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user yeah! yo lo intente but se veia todo oscuro, luego me dasanimé je...pero estaría bien que todo el fandom lo haga",neutral,intertass_2017,Positivo,Negativo,Neutral
"Buen amigo eres @user, gracias por compartir tu pregunta en ese Ask 2.0",positive,intertass_2017,Positivo,Muy Positivo,Positivo
@user cierto es que el Maruchi está al lado de una peña del Barça y no íbamos a quedar bien,negative,intertass_2017,Positivo,Muy Negativo,Negativo
"@user Argi es mucha Argi  pasa como digo siempre, demasiado buena para ganar.",neutral,intertass_2017,Positivo,Negativo,Positivo
@user @user me super encanta el estudio esta perfecto!!!,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Yo a las 5 a No puedo dormir *se pone a ver Peppa Pig*esto es peor,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user pero es verdah pe!,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
Queremos mas temporadas de Scream!! @user Sabeis si va a haber una tercera o la abandonan ya,positive,intertass_2017,Positivo,Negativo,Negativo
"Como cuando te sientes fea, gorda y sin plata",negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
"Dios aprieta pero no ahorca, creo que es muy cierto",neutral,intertass_2017,Muy Positivo,Negativo,Neutral
@user Espero que la hayas pasado lindo,positive,intertass_2017,Positivo,Muy Negativo,Positivo
@user pfff esque he llegado al 7 y se me ha hecho pesadisimo xd no me gusta,negative,intertass_2017,Negativo,Muy Negativo,Negativo
@user aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,neutral,intertass_2017,Positivo,Muy Positivo,Positivo
@user Está hermosa esa niña. ¿Quién no se anima a planchar así? Saludos,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user la mitología de por sí es maravillosa 😍 pero es tan cara la colección  y son 60 tomos 😫,negative,intertass_2017,Muy Positivo,Neutral,Negativo
"Al final el vídeo lo subo mañana, que acabo de llegar a casa.",neutral,intertass_2017,Positivo,Neutral,Neutral
"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",positive,intertass_2017,Neutral,Neutral,Positivo
El jarabe para la tos hace que mi jugo de naranja sepa feo. ️ Ese jugo es lo mejor de mi vida.,negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
@user y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user Léete el cómic. Está bien y acaba rápido,positive,intertass_2017,Positivo,Positivo,Positivo
"Casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en Lima",negative,intertass_2017,Neutral,Muy Negativo,Negativo
Viendo con mi gordiflaqui LOCA POR LAS COMPRAS y el diciendo se parece un poco a ti o tu a ella jjajajajaja yo no compro tanto,neutral,intertass_2017,Muy Negativo,Negativo,Neutral
Tengo ganas ya de días de lluvia para poder tirarme una tarde de domingo entera con mi gordi en el sofá,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
La vida no es bella,negative,intertass_2017,Negativo,Negativo,Negativo
"Un País tan afectado como Haití, necesita del mundo entero.",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @user @user,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user esta tarde a las 20:30, no obstante, tenemos programa especial retransmitiendo el #LaPS4Meeting @user y yo",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017",positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
"@user Melanie era la mejor, encima la echaron el dia de su cumple  SINVERGUENZAS",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
@user no sabía que la remasterizada se parecía a la primera temporada de Falcon Crest,neutral,intertass_2017,Negativo,Muy Negativo,Neutral
Todo es mejor de lo que parece cuando recordamos que Dios está de nuestro lado.,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user Bajón + Ed Sheeran llorera asegurada. Me pasa,negative,intertass_2017,Positivo,Muy Positivo,Neutral
"@user @user @user @user Está de camino, friéndose bajo el sol sevillano",neutral,intertass_2017,Muy Negativo,Muy Positivo,Neutral
"@user me quedo tranquilo entonces, pero iré mirando la opción del coche",positive,intertass_2017,Neutral,Neutral,Neutral
"No estoy aburrida  -Estás aburrida No  -Si,  reconocelo Vale estoy aburrida de verte ver la tele  -.. Por que haces esto?  Por que me abu+",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user khaaaa? Ese concierto ha sido más publicitado que la campaña de Keiko... pero... pobreza,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user triana , Me gustaria saber deti ,  Contacta conmigo cuando puedas!",positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
@user esta la página petada desde hace días,neutral,intertass_2017,Muy Negativo,Muy Positivo,Negativo
"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",positive,intertass_2017,Positivo,Neutral,Positivo
@user @user Mmmm yo tampoco te puedo decir nada  Supongo que lo lógico sería que lo tuvieran pero a saber,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user Tejida en técnica de crochet (Sólo tejida con las manos - ""Mi dedo es un Crochet"") Tiempo Récord de ejecución: 3 horas..!!!",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"Bienvenido #Septiembre mes que marca como un nuevo comienzo de año, muchos objetivos por cumplir, con una gran sonrisa  #FelizJueves",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy",negative,intertass_2017,Positivo,Neutral,Neutral
@user pues al igual q vosotros el follar,neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
"@user Yo, con lo bueno que soy...",positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
@user No terminamos el año vivos,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user por lo menos hoy he mirado dos albergues   mañana pago,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user y lo bueno que no engordo,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user Perdóneme pero estuve hace un mes y lo encontré todo poco excitante. Cocina rutinaria para el oficinismo de medio día.,negative,intertass_2017,Neutral,Negativo,Neutral
Es obvio que me has pillado,neutral,intertass_2017,Neutral,Muy Negativo,Negativo
@user @user @user @user @user poh como yo  lo divertida que podría ser esa retransmisión!,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias,negative,intertass_2017,Positivo,Muy Negativo,Negativo
@user jajajajajajaj la desesperación pues loca,neutral,intertass_2017,Negativo,Muy Negativo,Neutral
"Lo bueno de mi plan es que tienen Internet ilimitado en 3G y 4G, es ilimitado desde que lo contrate hace 5 años",positive,intertass_2017,Positivo,Muy Positivo,Positivo
