ProductKey,Product Code,Product Name,Product Description,Comentario,sentimiento_tabularis,calificacion_nlp_bert
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,@user seguro las productoras estaban centradas en traer los de siempre,Neutral,Positivo (4 estrellas)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,Mañana es año nuevo y yo sin planes,Muy Positivo,Muy Positivo (5 estrellas)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"@user gracias, compa. Es algo que no he olvidado jamás. Es calidad humana.  Besos y mucho ánimo!",Muy Positivo,Muy Positivo (5 estrellas)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,@user Weee estoy hasta el perno en la U solo me queda salvar lo que pueda también te extraño pishe palo,Muy Negativo,Muy Negativo (1 estrella)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,"@user yeah! yo lo intente but se veia todo oscuro, luego me dasanimé je...pero estaría bien que todo el fandom lo haga",Positivo,Negativo (2 estrellas)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,"Buen amigo eres @user, gracias por compartir tu pregunta en ese Ask 2.0",Positivo,Muy Positivo (5 estrellas)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,@user cierto es que el Maruchi está al lado de una peña del Barça y no íbamos a quedar bien,Positivo,Muy Negativo (1 estrella)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"@user Argi es mucha Argi  pasa como digo siempre, demasiado buena para ganar.",Positivo,Negativo (2 estrellas)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,@user @user me super encanta el estudio esta perfecto!!!,Muy Positivo,Muy Positivo (5 estrellas)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,Yo a las 5 a No puedo dormir *se pone a ver Peppa Pig*esto es peor,Muy Negativo,Muy Negativo (1 estrella)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user pero es verdah pe!,Neutral,Muy Negativo (1 estrella)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,Queremos mas temporadas de Scream!! @user Sabeis si va a haber una tercera o la abandonan ya,Positivo,Negativo (2 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"Como cuando te sientes fea, gorda y sin plata",Muy Negativo,Muy Positivo (5 estrellas)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"Dios aprieta pero no ahorca, creo que es muy cierto",Muy Positivo,Negativo (2 estrellas)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user Espero que la hayas pasado lindo,Positivo,Muy Negativo (1 estrella)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,@user pfff esque he llegado al 7 y se me ha hecho pesadisimo xd no me gusta,Negativo,Muy Negativo (1 estrella)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,Positivo,Muy Positivo (5 estrellas)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user Está hermosa esa niña. ¿Quién no se anima a planchar así? Saludos,Muy Positivo,Muy Positivo (5 estrellas)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user la mitología de por sí es maravillosa 😍 pero es tan cara la colección  y son 60 tomos 😫,Muy Positivo,Neutral (3 estrellas)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case","Al final el vídeo lo subo mañana, que acabo de llegar a casa.",Positivo,Neutral (3 estrellas)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case","A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",Neutral,Neutral (3 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case",El jarabe para la tos hace que mi jugo de naranja sepa feo. ️ Ese jugo es lo mejor de mi vida.,Muy Negativo,Muy Positivo (5 estrellas)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case",@user y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?,Neutral,Muy Negativo (1 estrella)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user Léete el cómic. Está bien y acaba rápido,Positivo,Positivo (4 estrellas)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"Casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en Lima",Neutral,Muy Negativo (1 estrella)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,Viendo con mi gordiflaqui LOCA POR LAS COMPRAS y el diciendo se parece un poco a ti o tu a ella jjajajajaja yo no compro tanto,Muy Negativo,Negativo (2 estrellas)
2505,505018,Contoso Touch Stylus Pen E150 Red,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,Tengo ganas ya de días de lluvia para poder tirarme una tarde de domingo entera con mi gordi en el sofá,Muy Negativo,Muy Positivo (5 estrellas)
2506,505019,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,LCD screen protector,La vida no es bella,Negativo,Negativo (2 estrellas)
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,"Un País tan afectado como Haití, necesita del mundo entero.",Muy Negativo,Muy Negativo (1 estrella)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,"@user es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada",Muy Positivo,Muy Positivo (5 estrellas)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @user @user,Muy Negativo,Muy Negativo (1 estrella)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","@user esta tarde a las 20:30, no obstante, tenemos programa especial retransmitiendo el #LaPS4Meeting @user y yo",Neutral,Muy Negativo (1 estrella)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017",Muy Negativo,Muy Positivo (5 estrellas)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user Melanie era la mejor, encima la echaron el dia de su cumple  SINVERGUENZAS",Muy Positivo,Muy Negativo (1 estrella)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",@user no sabía que la remasterizada se parecía a la primera temporada de Falcon Crest,Negativo,Muy Negativo (1 estrella)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",Todo es mejor de lo que parece cuando recordamos que Dios está de nuestro lado.,Muy Positivo,Muy Positivo (5 estrellas)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without",@user Bajón + Ed Sheeran llorera asegurada. Me pasa,Positivo,Muy Positivo (5 estrellas)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","@user @user @user @user Está de camino, friéndose bajo el sol sevillano",Muy Negativo,Muy Positivo (5 estrellas)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user me quedo tranquilo entonces, pero iré mirando la opción del coche",Neutral,Neutral (3 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","No estoy aburrida  -Estás aburrida No  -Si,  reconocelo Vale estoy aburrida de verte ver la tele  -.. Por que haces esto?  Por que me abu+",Muy Negativo,Muy Negativo (1 estrella)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user khaaaa? Ese concierto ha sido más publicitado que la campaña de Keiko... pero... pobreza,Muy Negativo,Muy Negativo (1 estrella)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user triana , Me gustaria saber deti ,  Contacta conmigo cuando puedas!",Muy Positivo,Muy Positivo (5 estrellas)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento,Muy Positivo,Muy Negativo (1 estrella)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,@user esta la página petada desde hace días,Muy Negativo,Muy Positivo (5 estrellas)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",Positivo,Neutral (3 estrellas)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,@user @user Mmmm yo tampoco te puedo decir nada  Supongo que lo lógico sería que lo tuvieran pero a saber,Muy Negativo,Muy Negativo (1 estrella)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,"@user Tejida en técnica de crochet (Sólo tejida con las manos - ""Mi dedo es un Crochet"") Tiempo Récord de ejecución: 3 horas..!!!",Neutral,Muy Negativo (1 estrella)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"Bienvenido #Septiembre mes que marca como un nuevo comienzo de año, muchos objetivos por cumplir, con una gran sonrisa  #FelizJueves",Muy Positivo,Muy Positivo (5 estrellas)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,"Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy",Positivo,Neutral (3 estrellas)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,@user pues al igual q vosotros el follar,Muy Positivo,Muy Negativo (1 estrella)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,"@user Yo, con lo bueno que soy...",Muy Positivo,Muy Positivo (5 estrellas)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,@user No terminamos el año vivos,Muy Negativo,Muy Negativo (1 estrella)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,@user por lo menos hoy he mirado dos albergues   mañana pago,Neutral,Muy Negativo (1 estrella)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,@user y lo bueno que no engordo,Muy Positivo,Muy Positivo (5 estrellas)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user Perdóneme pero estuve hace un mes y lo encontré todo poco excitante. Cocina rutinaria para el oficinismo de medio día.,Neutral,Negativo (2 estrellas)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,Es obvio que me has pillado,Neutral,Muy Negativo (1 estrella)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user @user @user @user @user poh como yo  lo divertida que podría ser esa retransmisión!,Muy Negativo,Muy Positivo (5 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias,Positivo,Muy Negativo (1 estrella)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user jajajajajajaj la desesperación pues loca,Negativo,Muy Negativo (1 estrella)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"Lo bueno de mi plan es que tienen Internet ilimitado en 3G y 4G, es ilimitado desde que lo contrate hace 5 años",Positivo,Muy Positivo (5 estrellas)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,Me aso  santander estaba mejor,Positivo,Negativo (2 estrellas)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user el viaje de ida fue largo y el bus incomodón. La vuelta en la Peri estuvo muy bien. Y con internet gratis por 20 minutos!,Positivo,Muy Negativo (1 estrella)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,Ser productora radiofónica es lo mejor de la vida,Muy Positivo,Muy Positivo (5 estrellas)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,Muy Negativo,Muy Negativo (1 estrella)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case",Me he puesto a llorar en plena oficina porque no podía abrir mi bolsa de m&m's y no quería pedir ayuda para no tener que invitar,Muy Negativo,Muy Negativo (1 estrella)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case",".@user en los #FF a ... por ser la persona más amable y cariñosa. Quiero achucharte  #TuitUtil... ponéis ""amable"" 2 veces",Positivo,Muy Positivo (5 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case","Entró una venezolana a trabajar en la empresa donde laboro. Me apena la crisis en su país, está bien jodido todo allá.",Positivo,Positivo (4 estrellas)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case","@user tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky",Neutral,Muy Negativo (1 estrella)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user la líder de las Gerudo? Podría ser aunque en bonito,Positivo,Neutral (3 estrellas)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,Muy Negativo,Muy Negativo (1 estrella)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,Algún alma caritativa me tiene que prestar el Pokemon,Muy Positivo,Neutral (3 estrellas)
2505,505018,Contoso Touch Stylus Pen E150 Red,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,Sigamos siendo felices felices felices,Muy Positivo,Muy Positivo (5 estrellas)
2506,505019,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,LCD screen protector,@user @user Cuidado con lo que deseas  ¿No te acuerdas de lo pesados que fuimos cuando sacamos la primera parte?,Muy Negativo,Positivo (4 estrellas)
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,Echo de menos las barras libres del Tángara.. aunque después tuviera las resacas del siglo,Neutral,Negativo (2 estrellas)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,Pocas maneras mejores se me ocurren para empezar una semana...  http,Negativo,Negativo (2 estrellas)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",@user se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy,Muy Positivo,Muy Negativo (1 estrella)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",@user jajaja ya sabes que las canciones hablan mucho de cosas ficticias,Positivo,Neutral (3 estrellas)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",#postrecito para endulzarme un poquito,Muy Negativo,Muy Negativo (1 estrella)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user Pues yo no me crei esa expulsion, me parecio otro tongo como la de Ares, los dos mayores robados de aquella temporada",Muy Negativo,Muy Negativo (1 estrella)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",Neutral,Muy Negativo (1 estrella)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user sin animo de ofender a las focas, que son lo mas mejor de este mundo",Muy Positivo,Muy Positivo (5 estrellas)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without",Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,Muy Negativo,Muy Negativo (1 estrella)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","@user @user Alguien sabrá, alguien en ese extraño lugar que es el futuro. Esto es una empresa para la humanidad",Muy Positivo,Muy Positivo (5 estrellas)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*,Muy Positivo,Muy Positivo (5 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user LO vi !! lamentable realidad,Muy Negativo,Muy Negativo (1 estrella)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user ya pss quiero ver juego , aguita pa ti!!!",Positivo,Muy Negativo (1 estrella)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user gracias, guapa!! menuda promoción me haces!! eres un sol",Muy Positivo,Muy Negativo (1 estrella)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,"@user y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido ¬¬",Muy Positivo,Muy Negativo (1 estrella)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,@user Pero a veces también pongo cara de simpático,Neutral,Neutral (3 estrellas)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,"@user @user ¡gracias por el saludo! Jonasito está calentando la voz para entonar el ""feliz cumpleaños"" a lo Wagner",Muy Positivo,Muy Positivo (5 estrellas)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,Que este año se verá el desánimo del  soberanismo ha dicho Arrimadas. Casi 400.000 inscritos + cientos de miles x libre.  Desánimo.,Muy Negativo,Muy Negativo (1 estrella)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,"@user @user Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?",Positivo,Muy Positivo (5 estrellas)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"@user En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta!",Positivo,Muy Positivo (5 estrellas)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,"@user yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta.",Neutral,Neutral (3 estrellas)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,@user hola   ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias,Neutral,Muy Negativo (1 estrella)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,Pero bueno es Año Nuevo y tengo que transmitir buena vibra ¡Feliz año!,Muy Positivo,Positivo (4 estrellas)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,@user pues si. Pero por lo menos podrían ser actores  puestos a hacer el paripe. Que sean profesionales,Neutral,Neutral (3 estrellas)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"!! Yo solía amarla,Yo sabía que la echaría de menos !! #GNR   Empezando El Dia Griss",Muy Positivo,Muy Negativo (1 estrella)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,"@user ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día",Negativo,Muy Negativo (1 estrella)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user era más cantoso en returns la carga religiosa,Negativo,Muy Negativo (1 estrella)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,Pasa la noche conmigo bonita y quédate mañana todo el día,Positivo,Muy Positivo (5 estrellas)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user los trabajos de ese curso son bonitos. ¿Qué tiene q hacer?,Positivo,Positivo (4 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user Yo he citado varias veces a Heidegger en tuíter y me meto contigo,Neutral,Muy Positivo (5 estrellas)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user  sumo a los que tuviera yo a eso ^-^,Muy Positivo,Muy Positivo (5 estrellas)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,Vamos @user !  Un esfuerzo esta segunda parte  y a ver si con la victoria @user os deja un rato en la feria de Albacete,Positivo,Muy Positivo (5 estrellas)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,@user no fui al último concierto pq nadie me quería acompañar,Muy Negativo,Muy Negativo (1 estrella)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€,Neutral,Negativo (2 estrellas)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"@user ahh, por lo menos. Es que si me decia Alicia o Emilia la mandaba a dar por perdido porel curso. ¡RELAJESE! NO SE VA QUEDAR.",Muy Negativo,Muy Negativo (1 estrella)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"Madrid está lleno de comida y crushes, no me llevéis de aquí",Muy Negativo,Muy Negativo (1 estrella)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case","Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @user 💚💚",Muy Negativo,Muy Negativo (1 estrella)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case","#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @user hasta hoy. Lo cual no será decir mucho, pero es lo que es",Muy Positivo,Muy Positivo (5 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case",@user sigo sin acostumbrarme a su nueva boca/dientes,Muy Negativo,Muy Negativo (1 estrella)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case",@user el nuevo Dr Vet @user ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago?,Muy Negativo,Muy Negativo (1 estrella)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"@user y también #ciudadochicos  muchísimas gracias jajajaj pero aún queda  muchísimo, solo he adelgazado y aumentado músculo ;",Neutral,Neutral (3 estrellas)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota",Muy Negativo,Muy Negativo (1 estrella)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user @user no sabia que eran pareja.,Neutral,Muy Negativo (1 estrella)
